"ID","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","age"
66373,2,5,5,6,5,5,6,2,3,3,4,2,6,4,2,3,3,5,6,2,6,3,6,6,1,"Males",22
66812,1,5,6,5,6,5,5,5,2,6,3,6,6,6,5,2,2,3,2,1,6,2,3,6,5,"Females",29
63851,3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2,"Females",31
65212,2,3,4,5,2,6,5,5,1,4,3,2,5,5,6,3,3,2,2,2,5,1,5,2,3,"Males",20
65022,4,4,4,4,3,4,4,4,3,2,3,4,1,2,5,2,2,2,2,2,4,3,5,6,4,"Females",19
65918,1,6,6,6,6,2,6,1,6,1,4,4,6,6,6,6,5,6,6,5,6,1,6,6,2,"Females",33
63732,1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,2,3,5,2,5,3,3,5,2,"Females",37
61771,4,5,6,6,4,4,6,6,1,2,4,3,5,5,5,2,3,3,1,3,4,1,4,6,2,"Females",22
62423,2,6,5,6,3,5,6,5,2,3,3,2,5,5,5,3,5,5,1,4,4,2,4,6,2,"Females",53
66734,2,5,5,1,5,5,3,4,2,4,2,4,3,5,5,1,3,2,4,1,4,2,3,5,2,"Females",39
62983,1,5,5,6,6,5,3,4,2,3,3,5,4,5,4,4,5,3,2,5,4,2,5,6,2,"Females",34
65653,3,4,4,5,4,4,4,3,3,4,4,4,3,3,3,2,2,3,3,3,3,2,5,4,3,"Females",37
64299,2,4,5,4,6,5,5,6,2,2,3,4,4,5,4,1,3,4,4,4,5,4,4,5,2,"Males",18
62787,1,1,5,6,3,5,3,1,2,5,4,3,1,5,4,3,3,3,3,2,5,5,2,6,6,"Females",37
65180,1,5,6,6,6,6,6,3,1,1,3,1,6,6,6,3,5,5,3,1,5,2,6,6,1,"Females",24
63250,2,5,5,4,5,5,4,4,2,5,2,4,5,5,3,3,3,3,2,3,4,1,4,3,3,"Males",21
63115,2,5,5,6,5,5,5,5,5,4,6,4,3,5,2,2,2,2,3,3,6,2,4,6,5,"Males",23
67528,3,5,6,6,6,5,5,4,4,5,2,1,5,5,5,4,5,1,4,2,5,2,5,5,1,"Females",22
67295,2,6,5,5,6,6,6,5,1,1,2,1,6,6,6,2,2,3,2,1,6,1,5,4,1,"Males",46
63412,2,6,6,6,6,5,5,6,2,1,2,1,6,6,5,2,3,2,2,4,6,4,5,6,3,"Females",24
63146,1,6,6,6,1,4,2,2,2,4,1,1,6,5,6,2,2,2,3,2,6,1,6,5,1,"Females",45
65162,4,4,3,4,2,5,5,5,2,3,5,3,3,3,5,2,3,4,4,2,5,3,3,4,3,"Males",20
64626,1,6,5,4,5,5,5,4,3,4,3,2,3,5,5,2,2,2,1,2,5,2,4,5,2,"Females",26
67352,3,6,6,3,2,5,6,6,1,4,6,5,5,1,6,5,6,6,6,1,6,1,6,6,1,"Females",27
62496,3,5,5,6,3,5,2,4,1,5,1,1,3,3,5,5,5,2,2,2,6,1,6,4,1,"Females",39
66139,4,1,6,6,5,3,5,6,5,4,4,2,5,6,1,2,2,5,4,4,5,4,4,5,5,"Males",23
64031,6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,3,1,2,1,2,5,5,4,3,3,"Males",19
64940,4,3,3,2,2,4,3,5,2,2,5,5,2,3,3,2,5,6,3,5,2,4,2,3,5,"Females",19
66570,4,4,4,4,4,4,5,4,4,5,2,4,5,4,4,3,5,3,3,4,4,5,4,5,3,"Males",36
62567,2,5,6,5,4,6,6,4,1,5,1,2,4,5,5,5,5,5,2,2,6,1,6,6,1,"Females",17
63112,2,4,4,3,5,3,2,3,4,4,4,2,5,5,5,1,1,2,2,1,4,1,3,6,2,"Males",30
64254,5,5,5,4,6,4,5,4,2,1,1,2,5,6,4,1,3,1,2,1,6,1,6,4,4,"Males",26
66273,1,6,6,6,5,6,5,6,2,4,1,2,5,5,6,4,4,4,4,4,5,3,5,5,2,"Females",34
62562,2,5,4,6,5,3,5,5,1,2,4,3,2,5,6,2,2,1,1,2,5,2,4,3,4,"Males",23
62942,1,5,5,6,6,5,6,4,2,2,5,4,5,5,5,4,4,2,5,4,4,1,3,4,2,"Females",24
64300,5,4,3,2,3,4,6,6,5,4,1,1,4,6,6,4,6,2,1,4,4,6,4,5,4,"Females",18
66522,3,5,4,6,5,5,5,4,2,3,1,1,4,6,5,3,3,5,2,3,5,4,5,5,3,"Females",19
65455,3,5,5,3,5,5,6,3,1,2,6,4,4,5,5,4,4,5,4,4,4,1,5,5,2,"Females",27
65185,1,5,6,5,4,5,5,5,1,1,4,2,4,3,5,1,1,1,1,2,4,2,2,2,4,"Females",45
64612,1,5,5,6,5,4,5,4,3,4,2,3,5,5,6,3,3,3,4,1,6,2,6,5,1,"Males",40
63516,2,6,6,6,6,6,6,6,2,5,4,3,5,6,5,3,3,2,4,3,6,1,5,5,1,"Females",38
63007,4,6,6,6,4,4,6,6,3,5,3,2,6,5,6,6,6,4,3,6,6,6,5,6,4,"Females",25
67143,2,6,6,6,5,4,5,5,1,4,1,2,5,4,6,5,5,3,4,5,6,1,6,6,2,"Females",18
62694,3,5,5,6,5,6,6,5,1,1,3,2,6,6,6,4,4,4,2,1,6,4,5,2,2,"Females",23
65900,3,3,5,6,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,1,4,3,3,"Females",21
62553,1,6,6,6,5,6,6,6,1,1,2,3,6,5,6,3,3,3,1,2,6,1,6,5,1,"Females",26
65583,1,5,5,6,4,6,6,6,2,1,2,2,5,6,5,1,1,1,1,1,6,5,5,5,1,"Males",38
62468,1,6,6,5,2,4,2,2,5,4,6,1,5,6,1,3,5,4,4,2,6,1,4,6,3,"Females",12
67401,1,5,5,6,4,6,5,5,1,1,3,2,5,5,6,2,4,3,4,2,5,1,5,4,2,"Females",40
65126,5,5,5,6,6,6,6,5,2,1,2,1,6,6,6,1,2,3,3,2,6,2,6,5,3,"Females",22
67031,2,4,3,4,4,5,5,5,2,3,4,5,6,5,5,3,3,4,4,4,5,2,5,5,1,"Females",34
65291,1,5,4,4,5,6,2,3,3,4,3,4,4,3,5,2,2,4,4,2,4,2,4,5,6,"Females",39
63485,2,4,3,4,3,2,3,5,4,5,5,5,1,3,4,5,5,5,6,5,5,2,5,6,6,"Females",20
64915,3,5,4,6,5,5,5,3,2,4,3,3,4,6,4,6,6,4,3,3,5,2,4,6,3,"Females",21
64727,3,4,4,4,4,4,5,5,5,5,4,3,3,4,4,6,6,5,5,6,4,5,5,5,4,"Females",23
64327,1,5,5,6,5,3,4,5,4,4,2,4,5,5,4,4,5,4,4,2,4,6,4,6,3,"Females",25
64969,6,5,5,6,6,5,6,6,5,1,3,6,5,6,6,5,1,4,5,5,5,1,5,6,2,"Females",19
67025,1,6,6,6,6,6,6,5,1,2,1,3,5,6,6,3,3,5,2,5,5,3,4,5,4,"Females",20
62434,1,5,6,6,6,6,5,5,1,1,2,4,5,6,5,2,3,2,2,4,5,1,4,5,2,"Females",31
62048,3,3,5,5,5,4,4,4,3,4,3,2,3,5,4,3,5,3,3,4,4,4,3,2,3,"Females",18
61723,1,5,6,5,4,6,6,6,6,2,4,4,4,3,6,1,1,1,6,5,5,6,3,6,3,"Females",26
63683,2,6,5,5,5,5,3,4,2,5,2,2,1,4,6,2,5,5,4,1,5,5,6,6,1,"Males",17
62128,1,6,6,6,5,4,3,4,5,6,2,2,4,5,3,1,2,4,4,4,4,3,5,5,3,"Males",19
66072,4,6,5,5,4,5,6,1,5,5,5,3,4,4,6,6,6,6,6,6,5,1,6,5,3,"Females",35
66364,1,6,6,6,6,1,1,5,2,6,1,1,1,6,6,1,1,1,1,1,6,1,6,6,1,"Females",45
65299,1,6,6,5,5,4,2,4,3,5,5,1,5,4,4,3,4,2,2,2,6,1,4,4,2,"Females",40
65230,5,4,5,2,5,5,5,5,2,1,1,2,4,5,5,4,4,5,2,2,5,3,5,6,4,"Females",18
62313,1,6,6,6,4,5,5,3,4,5,4,4,4,5,3,4,4,5,6,4,6,1,6,6,1,"Females",18
65083,1,5,4,5,4,6,5,6,2,4,5,5,2,5,5,3,3,2,2,1,4,4,4,6,2,"Females",55
63955,2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,4,6,5,2,2,4,5,3,6,4,"Females",22
63309,1,5,1,5,6,3,5,5,4,1,1,4,4,5,5,2,5,1,1,1,6,1,6,6,5,"Females",37
63158,1,1,5,6,6,6,5,2,1,5,4,5,2,5,3,3,4,4,2,3,6,1,6,6,1,"Males",34
63227,2,4,5,2,3,4,4,4,2,4,1,5,4,4,4,4,4,4,5,4,4,3,4,4,3,"Females",17
65730,2,4,4,6,4,4,3,3,2,3,3,3,3,5,3,3,3,2,3,3,4,3,4,4,3,"Females",32
63233,1,5,5,6,4,5,5,3,2,3,5,4,2,2,5,5,2,4,2,4,5,2,5,5,1,"Females",24
65220,3,5,4,5,5,4,2,5,4,5,1,5,5,4,6,5,6,6,4,4,6,3,5,6,2,"Females",20
64018,1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1,"Females",50
62529,2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,4,2,5,2,5,2,5,6,1,"Males",35
66653,3,4,5,1,5,5,4,5,2,6,5,4,1,5,3,4,5,1,2,6,4,2,3,4,4,"Males",20
65678,1,5,5,3,4,6,6,4,2,5,3,2,4,5,4,5,5,5,6,1,5,1,4,5,1,"Males",19
62344,1,6,5,6,5,5,6,4,2,4,1,1,5,6,6,2,2,4,2,2,4,5,6,5,1,"Females",17
65297,2,4,3,6,4,4,2,2,1,5,1,1,3,6,2,3,4,4,4,3,4,1,2,2,2,"Females",14
65937,1,6,6,5,6,6,5,6,1,1,5,5,4,5,6,1,1,1,4,1,6,5,5,5,1,"Females",53
67155,5,2,2,5,4,5,6,1,3,1,2,1,4,6,5,6,6,6,1,4,5,5,6,5,2,"Females",12
64877,2,4,4,4,2,6,6,5,1,2,2,1,4,5,5,2,3,5,6,2,6,4,4,6,1,"Females",20
66003,5,6,6,6,6,6,5,6,1,3,1,1,6,6,5,1,2,3,1,1,5,2,6,4,2,"Males",38
62494,1,2,1,4,2,6,5,5,1,1,6,6,4,1,3,2,5,1,5,5,6,1,5,6,1,"Females",26
65987,5,5,3,5,2,5,6,6,1,2,5,6,4,4,4,5,5,6,5,2,6,1,1,6,6,"Males",35
62968,4,4,4,6,2,2,4,4,3,4,5,4,2,4,4,2,3,4,5,3,4,2,5,5,4,"Females",38
67000,1,5,5,5,4,1,1,1,1,4,2,4,3,5,4,2,4,4,1,1,5,2,4,3,1,"Females",15
63470,4,6,6,6,6,6,6,6,4,1,1,3,6,5,5,1,4,5,5,6,5,5,5,6,5,"Females",31
62051,2,4,5,6,5,5,6,4,1,2,2,1,4,6,5,1,2,1,1,1,5,3,4,3,2,"Males",17
63414,4,6,4,6,4,5,5,4,5,6,1,1,2,5,4,5,6,6,6,6,1,6,2,5,6,"Females",21
66545,2,4,3,2,4,5,5,5,3,5,4,4,4,2,5,4,4,5,5,4,5,3,4,6,3,"Males",25
64685,1,5,5,6,6,6,6,6,1,1,1,1,2,6,6,1,2,2,2,1,6,1,6,5,2,"Females",27
65844,1,6,6,5,6,5,4,4,3,2,6,4,5,6,5,4,4,2,3,1,4,6,3,3,6,"Females",33
67403,3,2,1,2,2,2,2,4,5,5,2,4,4,2,5,3,3,3,3,3,3,1,4,4,1,"Females",22
67184,6,4,4,1,6,4,2,3,3,4,2,4,3,3,1,3,2,3,6,5,5,4,4,1,2,"Males",17
63862,5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,1,1,1,6,2,5,6,6,"Males",18
64074,1,4,5,6,5,5,5,4,1,2,2,4,4,6,6,2,4,2,2,2,5,1,4,5,3,"Females",33
65586,2,5,6,6,4,5,6,5,1,1,5,1,5,6,6,3,4,3,2,4,5,2,5,5,2,"Females",33
62891,2,5,6,4,6,6,6,6,1,2,4,3,5,4,6,2,3,3,2,2,6,1,6,6,1,"Males",34
62370,1,6,6,4,5,4,5,2,3,6,3,4,4,6,4,2,4,4,2,5,5,1,4,5,2,"Females",20
61935,1,6,5,6,6,3,2,4,2,3,3,2,5,5,3,2,2,2,2,1,4,4,4,5,3,"Females",20
62481,3,4,4,5,4,5,5,6,1,2,3,3,2,4,5,4,4,4,2,1,5,3,2,3,4,"Males",27
62996,2,5,5,5,4,4,5,5,2,1,1,1,3,5,4,1,2,2,4,1,3,2,4,5,2,"Females",50
64661,2,4,4,4,4,5,5,4,1,2,4,4,4,2,4,1,1,1,1,1,6,1,5,6,1,"Males",67
65727,5,2,6,5,5,6,5,6,6,6,4,6,6,5,1,6,6,6,6,6,6,5,6,6,6,"Males",22
67346,2,5,5,5,5,3,6,3,2,6,3,6,4,3,3,1,2,3,3,5,3,2,4,6,2,"Females",23
62683,6,1,6,6,6,6,5,6,1,1,4,1,6,6,6,1,1,1,1,1,6,4,5,5,5,"Females",45
62401,1,5,5,6,4,5,5,4,1,1,3,3,3,4,5,2,2,2,2,4,5,1,5,5,1,"Females",23
66476,1,6,3,5,6,6,5,6,1,4,4,4,5,4,2,4,5,6,2,4,5,1,5,6,1,"Females",21
66108,1,5,6,1,4,4,1,5,2,5,1,4,1,5,4,3,4,4,6,5,2,3,4,4,3,"Females",33
66151,2,4,5,6,5,4,2,5,4,5,1,4,4,5,5,2,4,2,4,3,6,1,6,6,1,"Males",37
65401,2,4,5,6,5,3,2,5,3,5,4,1,5,3,1,2,5,6,4,2,2,3,5,2,2,"Females",25
63554,4,5,4,6,4,4,5,5,3,6,1,1,4,6,4,3,4,3,1,4,3,3,4,2,3,"Females",19
61974,1,6,6,2,5,5,3,2,3,4,2,2,3,5,5,2,4,2,3,5,4,2,4,6,2,"Females",19
66237,5,5,6,6,5,5,4,5,2,2,4,5,4,2,3,6,5,5,3,1,5,6,4,6,4,"Males",19
65475,4,4,4,4,4,5,6,2,2,4,6,4,6,6,4,1,1,2,4,3,6,1,6,6,1,"Males",23
67379,2,5,5,6,4,5,3,5,3,2,4,3,4,4,5,2,2,3,3,3,4,3,4,5,3,"Females",48
65296,2,5,5,6,5,5,5,5,4,4,6,5,5,5,4,1,4,1,4,1,2,4,5,3,5,"Females",41
64075,5,4,1,4,2,6,5,6,1,4,6,6,1,1,5,2,4,1,5,1,6,1,4,6,1,"Females",26
62336,1,5,4,3,2,6,5,2,1,5,2,2,1,2,2,4,4,5,5,2,4,3,4,5,3,"Females",36
65995,2,3,5,1,5,5,2,3,4,5,6,5,1,2,2,2,2,1,2,1,3,5,2,4,3,"Males",47
63744,2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,4,4,2,3,1,5,1,5,5,2,"Males",30
65173,4,4,4,5,5,4,3,2,5,5,4,3,4,4,4,3,3,5,4,5,4,4,5,3,3,"Females",21
66712,2,4,5,3,4,5,5,5,4,3,2,5,5,2,5,4,5,5,5,5,6,1,5,6,1,"Females",44
65763,1,6,5,5,6,6,6,6,1,1,1,2,6,6,5,1,2,4,4,4,6,1,5,6,2,"Females",22
67431,4,4,5,5,4,4,5,5,2,4,5,5,5,3,6,5,5,5,6,6,6,1,5,6,2,"Females",16
67338,1,6,6,5,5,4,5,5,2,4,3,2,4,5,4,1,2,2,4,2,5,4,4,5,2,"Females",20
63881,5,5,5,2,6,5,4,5,5,5,4,5,1,2,4,2,4,1,1,1,5,1,4,3,2,"Males",16
63791,2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,1,2,1,2,1,5,2,6,4,2,"Females",29
62874,1,6,6,6,6,5,6,6,1,1,1,1,6,6,6,1,1,1,1,2,5,2,3,4,1,"Females",54
62358,2,3,6,4,5,3,3,5,3,4,3,1,6,5,6,1,2,4,4,1,6,5,6,6,4,"Females",18
61857,1,6,6,5,4,5,3,5,1,2,2,4,4,5,4,1,1,1,2,2,4,2,4,6,2,"Females",19
62662,4,5,4,5,4,5,4,4,5,5,1,4,6,5,6,6,6,6,5,5,5,2,5,5,5,"Females",26
63194,4,6,4,2,4,4,4,4,4,4,4,2,3,5,3,4,5,2,2,2,5,1,4,5,3,"Males",17
63122,2,4,4,4,5,3,4,3,3,4,4,4,3,4,4,3,3,3,4,2,5,2,4,5,2,"Females",35
65084,1,4,4,3,6,5,4,4,4,4,3,6,2,5,5,3,5,2,2,3,2,4,5,6,1,"Females",39
65247,3,5,4,6,4,5,2,3,4,5,3,4,4,4,4,6,6,6,5,5,4,5,4,2,2,"Females",34
64111,1,5,5,6,4,5,5,5,3,3,6,4,5,4,5,3,3,2,1,2,6,4,5,5,2,"Males",27
64546,6,1,1,2,1,5,5,5,3,4,6,6,1,1,3,2,2,2,1,3,4,2,2,6,2,"Females",17
65926,4,4,4,6,5,6,5,3,1,1,5,1,1,4,6,1,1,1,1,4,6,1,6,1,2,"Females",35
61978,1,6,6,6,6,5,5,5,2,2,2,2,5,6,4,2,2,4,3,4,5,6,5,6,4,"Females",20
65863,4,4,4,6,1,5,5,5,4,2,4,3,4,5,2,5,6,4,4,3,4,6,3,5,4,"Males",26
66868,3,2,2,1,5,2,1,1,4,3,5,5,5,2,4,2,4,4,5,3,4,1,5,6,1,"Females",36
64583,1,6,6,6,5,2,3,3,1,4,3,2,4,6,3,1,3,1,2,4,5,2,5,5,1,"Females",27
66648,1,6,5,6,4,5,5,2,2,2,4,2,4,5,5,2,3,1,1,1,5,2,6,5,1,"Males",20
63871,1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,3,5,1,1,1,6,2,5,5,5,"Females",52
63193,3,5,2,1,2,5,1,2,2,4,1,2,5,5,6,4,6,3,2,3,5,2,6,5,5,"Females",17
61891,2,4,5,5,5,5,5,4,6,6,5,5,5,5,3,1,2,2,4,2,5,2,5,6,1,"Males",22
66717,4,4,3,3,3,3,4,2,5,6,4,5,3,2,5,4,5,6,4,5,6,3,4,6,1,"Males",26
64954,1,6,6,3,6,6,5,5,2,5,2,2,5,5,5,5,6,5,5,5,4,2,4,6,1,"Females",33
66779,1,6,5,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,2,"Males",29
