"ID","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","age"
64414,1,6,5,6,5,5,4,4,2,4,5,3,4,5,5,3,3,2,2,3,5,3,5,5,2,"Females",21
62764,4,3,5,6,5,4,5,5,1,2,3,4,4,6,5,5,6,6,3,4,6,3,4,5,3,"Females",19
66826,2,5,5,4,6,2,2,4,3,4,2,1,6,6,6,5,6,5,4,2,6,3,5,5,2,"Males",32
64400,1,6,6,6,6,4,3,4,2,4,1,5,4,3,5,1,2,3,4,1,4,1,4,4,3,"Females",22
62245,3,4,4,4,3,3,2,2,4,6,5,3,4,4,5,4,5,2,3,1,4,2,5,5,3,"Males",17
64487,3,6,6,6,5,4,4,6,1,3,4,4,5,3,5,4,5,3,4,6,5,3,5,5,2,"Females",20
64129,1,5,6,5,6,5,4,4,2,4,2,5,3,2,5,6,6,6,5,6,6,1,5,5,1,"Females",28
66509,1,6,6,6,6,6,1,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,5,2,1,"Females",63
66840,4,6,5,6,4,6,4,5,2,2,3,2,5,5,4,2,4,1,2,1,6,4,4,6,4,"Males",24
64148,3,4,2,4,4,6,6,4,2,4,4,3,3,5,5,2,2,2,2,6,3,4,4,4,3,"Females",18
65108,1,5,5,6,5,5,5,6,4,2,1,1,4,6,5,1,2,2,2,4,5,1,6,6,2,"Females",33
66170,1,6,6,6,6,4,4,4,1,1,4,4,4,4,4,3,3,4,4,1,6,1,4,5,1,"Females",25
61851,2,6,5,6,5,5,4,4,4,6,1,3,4,6,4,5,6,2,4,6,6,5,6,6,2,"Females",21
66463,1,5,6,4,5,2,5,4,3,6,4,6,3,2,2,1,3,3,2,2,4,2,4,6,1,"Males",22
65893,3,5,5,5,4,6,5,6,1,1,1,1,6,6,6,5,5,5,4,2,6,1,6,5,1,"Females",27
63491,6,6,6,6,6,6,6,6,1,1,4,1,5,6,5,1,4,5,5,6,4,4,5,6,6,"Females",35
67332,2,6,5,3,5,5,4,5,3,2,1,1,5,6,6,4,4,3,1,3,6,3,4,5,3,"Females",17
66797,1,5,4,6,5,5,5,2,2,5,3,2,4,5,4,4,5,5,3,1,5,1,5,6,2,"Females",17
64810,4,2,1,4,1,3,2,1,2,1,6,6,2,1,5,1,1,1,1,1,5,1,6,4,1,"Males",24
62706,1,6,5,6,5,4,5,6,1,1,1,1,5,5,6,5,5,6,1,5,3,6,5,6,5,"Females",35
62366,4,3,6,6,6,5,6,5,1,3,1,1,3,5,6,1,6,4,2,1,5,1,5,1,2,"Females",20
63834,5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,5,5,5,4,1,6,2,6,6,1,"Females",18
62384,1,4,2,5,3,5,5,5,3,4,4,5,3,3,2,2,2,3,4,5,4,2,4,5,2,"Females",22
66391,1,6,5,1,3,6,6,5,1,4,1,6,4,5,6,1,5,1,6,5,6,3,5,6,2,"Females",19
62920,2,6,6,6,6,5,5,5,2,3,5,5,5,5,4,1,5,4,6,6,6,2,6,6,2,"Females",22
64212,2,5,3,2,3,2,3,5,5,5,4,5,2,3,4,5,5,4,4,4,5,4,3,6,3,"Females",17
62362,1,5,5,5,4,5,4,5,4,5,5,5,1,2,4,5,5,2,3,3,4,2,5,6,1,"Males",20
63173,3,5,5,3,4,4,4,6,2,4,1,3,5,5,6,3,5,4,5,3,6,2,4,6,2,"Males",23
64460,2,5,5,6,4,2,5,4,3,4,3,2,5,5,5,2,4,3,2,3,5,3,5,5,1,"Females",19
67307,5,2,3,2,2,2,1,1,6,6,5,6,4,1,2,3,3,2,3,1,5,3,5,6,3,"Males",28
65825,5,6,5,6,6,5,5,5,1,1,2,3,5,6,5,2,6,2,2,4,5,4,5,5,4,"Females",46
64417,5,6,5,6,6,5,6,5,1,1,1,1,6,6,6,4,4,1,1,1,5,1,5,4,1,"Females",34
64365,3,5,5,2,4,5,5,4,3,6,2,4,3,5,3,4,5,4,3,4,4,1,4,5,2,"Females",28
63839,4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,5,5,4,6,3,6,4,5,6,5,"Males",22
65598,1,6,5,5,5,5,5,2,3,5,1,2,4,6,5,1,2,1,2,2,4,1,5,5,3,"Females",36
66525,4,4,5,4,5,5,5,5,3,5,2,5,4,5,4,4,5,5,4,5,2,4,3,6,4,"Females",37
67278,1,5,6,6,5,4,5,2,4,6,1,1,5,6,6,4,5,1,4,2,5,1,6,4,2,"Males",27
64744,2,5,5,5,5,5,5,5,2,3,1,2,5,5,5,2,3,3,4,4,5,4,4,5,2,"Females",28
65105,3,3,4,3,5,6,4,4,5,6,2,5,4,5,4,4,4,4,4,4,4,4,5,6,4,"Females",19
65988,2,6,5,6,5,4,4,4,2,5,5,1,5,5,3,2,2,3,5,1,6,3,5,3,5,"Males",20
65504,2,4,5,5,5,3,3,4,5,3,4,4,6,5,5,6,5,6,4,4,5,1,5,4,5,"Females",14
62797,1,6,6,6,6,3,4,1,1,4,1,1,6,6,6,1,1,2,1,1,5,6,3,4,3,"Females",23
66609,3,5,3,3,4,5,5,5,4,4,4,4,2,2,4,2,4,4,4,4,4,2,5,5,2,"Females",27
65917,2,6,5,6,6,4,5,5,1,3,1,1,6,5,5,1,2,1,1,1,6,2,5,6,2,"Males",27
61886,4,6,5,5,6,4,6,5,5,2,1,3,6,6,6,4,3,1,3,4,6,3,6,5,3,"Females",25
62479,1,4,6,5,6,5,6,5,1,1,2,2,6,6,4,4,4,2,1,1,5,1,6,5,2,"Females",32
64547,1,6,6,5,6,5,5,2,1,5,2,2,5,5,5,1,1,1,4,1,5,4,5,5,1,"Males",30
62688,1,6,5,6,4,6,6,5,1,2,1,5,2,5,6,5,6,4,4,3,4,5,5,5,2,"Females",51
67399,1,5,5,5,5,3,3,4,4,4,2,6,3,2,2,5,4,2,5,5,3,4,4,4,2,"Females",23
64483,2,1,3,4,6,6,5,5,1,1,1,1,6,6,6,2,6,1,1,1,6,1,6,6,1,"Males",23
62348,5,5,5,6,5,4,5,6,4,3,5,4,4,4,6,6,6,6,5,4,3,6,3,5,4,"Males",29
65458,1,5,6,5,2,5,5,3,2,3,1,1,5,6,5,1,2,5,2,1,6,4,5,2,4,"Females",27
66469,1,6,6,5,6,4,4,3,2,4,2,1,6,6,5,1,2,1,3,2,5,2,6,3,1,"Males",34
63946,5,1,2,6,2,2,4,2,4,5,4,5,4,1,5,6,6,6,5,4,6,1,3,3,3,"Males",17
66279,2,5,4,6,4,4,4,3,3,3,4,5,3,4,3,2,3,4,5,3,4,2,4,5,2,"Females",20
66848,1,6,6,5,6,6,6,6,1,2,2,1,6,6,5,3,4,4,2,5,6,4,5,5,1,"Females",18
65519,5,2,2,2,4,2,2,4,6,4,4,4,4,2,2,3,5,4,6,3,6,1,5,6,4,"Females",28
62358,2,3,6,4,5,3,3,5,3,4,3,1,6,5,6,1,2,4,4,1,6,5,6,6,4,"Females",18
63713,3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,4,4,4,4,2,6,1,6,2,1,"Males",21
67309,1,6,6,6,6,3,5,5,3,3,1,1,6,6,6,4,5,6,5,6,5,4,5,6,3,"Females",29
65863,4,4,4,6,1,5,5,5,4,2,4,3,4,5,2,5,6,4,4,3,4,6,3,5,4,"Males",26
63163,1,6,5,6,5,6,6,6,1,2,1,2,4,6,6,1,4,1,3,1,6,1,5,6,1,"Females",53
63513,3,4,4,2,3,3,2,3,4,5,4,4,6,2,3,2,3,5,5,2,6,1,5,6,2,"Females",15
63721,4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,4,4,2,4,4,5,4,4,6,4,"Females",21
65888,5,1,6,5,5,5,1,5,1,4,4,1,5,6,5,1,1,1,1,1,5,1,6,1,1,"Females",40
64887,3,5,4,4,4,5,5,4,2,5,2,4,2,5,6,5,6,4,3,3,5,1,5,6,2,"Females",14
64815,5,3,2,2,3,5,3,5,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,4,3,"Females",14
63587,2,5,6,6,6,5,5,4,4,2,2,2,6,5,5,6,6,6,4,2,5,2,4,6,3,"Males",19
65472,1,6,6,6,6,5,5,4,2,2,2,4,4,5,3,3,4,2,3,3,5,2,4,6,2,"Females",42
64729,4,5,1,2,2,5,4,4,2,6,2,3,5,2,5,6,6,6,4,6,4,3,3,4,3,"Females",23
63794,5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,1,2,2,2,5,4,2,5,2,3,"Females",18
62957,2,5,2,6,4,6,5,4,1,2,2,2,5,5,5,1,1,1,1,1,5,1,3,5,2,"Females",20
62819,1,4,6,6,6,3,4,2,2,5,4,3,4,4,4,2,2,2,3,1,4,3,5,6,6,"Females",28
66278,1,6,5,1,5,3,2,2,4,6,5,5,3,4,5,2,4,4,5,2,4,4,3,6,1,"Females",24
65802,1,6,6,6,6,3,5,3,2,2,1,1,5,6,1,5,4,5,5,2,1,4,4,6,5,"Females",21
64244,2,6,6,4,2,6,5,5,1,3,5,4,6,5,5,1,1,1,1,1,5,2,6,6,2,"Females",19
62180,3,4,4,3,2,6,5,5,1,3,2,5,5,2,5,4,5,3,6,1,6,1,6,6,1,"Males",36
62335,2,5,5,6,4,3,3,4,4,2,5,5,4,3,3,2,4,5,6,4,4,5,4,5,4,"Females",50
67442,3,2,5,5,3,6,6,2,3,3,5,1,4,4,6,2,2,2,1,3,6,1,4,5,1,"Females",40
65206,3,3,4,5,6,5,5,2,3,3,1,1,5,6,6,2,2,1,1,1,6,3,5,4,2,"Males",17
63668,4,5,4,4,5,6,6,5,1,1,1,3,1,2,4,3,4,4,5,4,5,1,5,4,1,"Females",35
65271,1,5,2,5,3,3,2,4,2,5,3,2,4,4,5,3,3,5,4,5,5,3,5,6,5,"Females",30
65794,1,6,6,6,6,3,6,4,1,1,4,1,5,6,6,2,4,2,1,1,5,1,5,5,5,"Females",33
65654,4,4,4,6,3,6,5,6,1,5,4,1,5,5,6,6,6,5,5,4,6,4,4,5,3,"Males",38
64532,4,5,5,1,6,4,2,3,3,2,4,4,4,6,5,1,4,1,1,1,4,2,4,5,2,"Females",20
62225,2,5,6,5,4,3,5,5,2,1,4,5,4,1,6,6,6,6,6,4,4,2,6,6,2,"Females",23
61661,1,5,6,5,6,4,3,2,4,5,2,1,2,5,2,2,2,2,2,2,6,1,5,5,2,"Males",68
61780,5,6,6,6,5,5,5,6,3,4,1,2,5,6,6,4,3,4,4,6,5,4,5,6,3,"Females",14
64158,2,3,1,1,1,4,2,2,4,6,1,6,1,1,2,5,5,2,6,3,2,5,2,5,3,"Females",27
65706,6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,2,6,2,6,1,6,1,6,6,1,"Males",38
62070,3,4,3,3,3,3,3,3,4,6,5,5,2,2,4,6,6,6,6,3,3,4,2,4,4,"Females",17
66570,4,4,4,4,4,4,5,4,4,5,2,4,5,4,4,3,5,3,3,4,4,5,4,5,3,"Males",36
65300,1,6,6,6,6,6,6,6,1,1,1,2,4,6,5,1,3,3,1,1,6,1,6,5,1,"Males",36
67506,1,6,5,6,4,6,6,6,1,1,5,4,4,4,6,4,4,5,4,5,5,6,2,5,4,"Females",23
64318,5,5,4,5,5,5,5,5,3,4,4,3,3,6,6,2,4,1,2,2,4,5,4,5,4,"Males",29
62034,1,5,4,4,4,5,5,5,2,4,3,4,2,4,4,4,4,4,3,4,4,2,3,5,2,"Males",28
64993,4,5,4,4,3,4,3,3,2,4,2,4,4,2,5,5,5,5,6,2,4,2,5,5,4,"Females",20
62561,1,6,5,6,5,6,4,5,1,1,1,1,5,5,6,4,5,4,1,5,5,6,5,5,2,"Females",33
62447,2,6,6,6,6,5,5,5,1,5,5,1,5,5,6,5,5,5,4,2,6,2,6,5,1,"Males",29
63505,1,5,5,1,6,6,5,5,1,6,2,1,5,5,6,1,1,5,5,6,4,5,5,5,4,"Females",53
65674,2,6,5,6,5,4,3,5,2,3,1,2,5,2,6,4,2,4,5,4,4,2,5,6,2,"Females",45
64679,4,5,3,4,4,5,4,5,2,3,2,3,4,4,5,3,2,2,4,2,5,2,5,5,2,"Males",32
66842,3,6,5,5,5,5,4,3,1,1,6,3,6,5,5,4,4,3,2,1,5,2,6,2,2,"Females",20
62908,3,5,3,6,1,4,3,3,5,5,3,6,1,2,2,6,6,6,5,6,3,6,1,6,4,"Females",30
63473,1,5,4,4,4,3,2,5,4,5,5,6,3,2,1,1,1,4,6,1,4,1,4,6,4,"Males",35
65811,2,4,5,4,4,2,2,5,2,4,3,3,2,4,5,3,4,1,1,1,4,2,4,5,2,"Females",40
66042,2,5,5,3,4,4,5,6,1,1,2,2,3,3,4,3,4,2,4,1,3,2,4,5,3,"Females",31
61909,3,5,4,5,4,4,4,5,3,5,2,4,5,5,4,5,5,5,5,5,6,3,4,5,2,"Males",25
64716,2,6,6,6,6,4,3,4,4,5,4,2,6,6,3,4,2,3,4,1,6,2,6,5,2,"Males",19
62481,3,4,4,5,4,5,5,6,1,2,3,3,2,4,5,4,4,4,2,1,5,3,2,3,4,"Males",27
66666,2,5,5,6,5,5,6,5,2,1,4,4,4,5,6,2,2,2,2,2,5,1,4,6,2,"Females",26
61664,2,6,5,6,5,3,5,6,3,6,2,2,4,6,6,4,4,4,6,6,6,1,5,6,1,"Females",27
62542,5,4,5,6,4,6,5,6,1,3,5,5,5,5,6,6,6,4,6,5,5,6,4,6,1,"Males",39
63227,2,4,5,2,3,4,4,4,2,4,1,5,4,4,4,4,4,4,5,4,4,3,4,4,3,"Females",17
67260,1,1,2,2,1,4,2,1,2,2,1,2,1,5,2,2,2,1,2,1,3,1,2,1,1,"Males",12
62974,5,6,6,6,6,5,5,4,1,1,5,1,5,6,3,1,1,3,1,1,5,1,6,4,4,"Males",36
65659,5,3,2,5,2,6,3,4,2,2,1,2,5,5,6,3,5,2,2,3,5,1,5,2,2,"Females",26
64819,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,5,5,2,3,4,3,4,4,2,"Females",21
61835,3,4,4,2,4,4,3,4,4,2,2,3,4,3,5,4,4,2,2,4,4,2,5,4,2,"Males",25
66224,4,3,2,3,4,5,4,4,3,4,5,2,2,3,3,1,1,1,1,1,6,1,6,6,1,"Females",19
62861,2,6,4,6,5,4,4,2,4,4,2,2,6,6,5,1,2,5,4,2,5,2,6,6,1,"Females",23
63638,2,5,4,4,4,4,4,3,4,6,4,3,2,4,4,2,4,3,2,2,4,4,4,6,4,"Females",16
65816,6,6,4,6,3,4,6,3,6,5,1,4,6,6,6,6,6,6,6,6,6,6,4,6,1,"Females",30
66920,2,5,5,5,4,5,5,6,1,5,2,4,3,5,2,4,5,2,4,4,2,2,3,5,2,"Females",32
65613,1,5,6,6,4,3,3,1,5,6,5,6,5,3,3,6,6,4,6,5,5,5,2,6,3,"Males",20
62171,1,6,5,6,5,3,3,5,4,4,4,5,4,3,5,2,2,3,5,4,5,3,5,6,2,"Males",48
66748,3,2,5,6,6,6,6,6,1,1,6,5,5,1,4,6,6,6,5,1,6,1,6,6,1,"Females",47
64572,4,4,1,2,2,4,4,6,3,4,2,5,4,2,5,6,6,4,6,4,6,1,4,5,3,"Females",26
62844,1,6,5,6,4,5,5,5,2,2,2,2,3,6,3,5,5,5,1,4,4,6,5,5,2,"Females",23
64289,2,4,4,5,4,5,6,5,1,1,1,1,6,6,6,1,2,1,1,2,6,4,5,4,1,"Males",20
64620,3,6,3,5,4,2,5,5,2,5,2,2,4,5,5,5,6,6,5,5,6,2,4,5,5,"Females",14
66317,3,3,2,6,2,5,5,5,3,3,5,5,4,2,5,2,1,1,2,1,4,1,4,5,3,"Females",17
65086,2,4,4,2,6,3,3,5,5,5,3,1,4,5,3,4,6,6,6,2,6,3,5,6,3,"Females",31
62853,1,6,6,6,6,5,6,6,2,4,6,4,5,5,5,2,1,1,2,4,6,1,4,6,2,"Females",43
63289,1,4,3,5,3,1,5,5,6,6,6,6,2,2,1,5,4,6,6,6,4,6,4,6,1,"Females",14
63729,3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,4,5,5,2,2,4,1,5,6,3,"Females",21
62682,3,5,5,6,5,3,6,3,3,1,4,2,4,5,6,3,3,4,2,4,5,3,5,4,4,"Females",39
63242,2,5,5,5,5,4,4,5,2,2,3,2,2,5,2,1,1,2,2,1,2,4,2,4,3,"Females",32
67286,6,3,2,3,5,5,5,3,1,1,2,5,5,4,5,5,6,6,5,3,6,2,4,2,2,"Males",37
63467,6,6,6,6,6,6,5,1,1,1,6,6,1,6,6,1,6,1,6,1,6,6,1,6,1,"Males",31
64712,4,5,5,5,6,3,5,3,5,6,6,6,6,1,4,1,4,2,5,1,6,6,5,6,3,"Males",24
66493,2,4,2,6,4,3,5,5,3,4,1,3,4,5,6,4,5,3,4,6,4,4,4,5,3,"Females",18
67017,1,5,5,2,6,6,5,4,2,6,5,5,1,5,4,1,4,5,6,6,5,2,4,6,2,"Females",27
63510,6,6,1,3,5,6,6,6,1,1,3,1,2,2,6,1,2,2,3,1,6,1,4,1,3,"Females",33
62869,1,5,6,6,5,4,4,4,2,5,3,5,1,2,4,2,4,4,6,4,4,4,3,4,3,"Females",40
65941,2,6,6,6,5,5,4,5,3,1,2,2,5,5,5,4,4,4,4,3,6,4,4,4,3,"Females",22
66141,6,3,3,6,6,6,6,6,1,1,1,3,6,6,5,1,5,2,1,1,4,5,4,4,4,"Females",21
67510,3,4,3,5,5,2,4,4,5,1,1,4,2,5,4,6,1,3,3,4,1,1,4,6,6,"Males",25
62530,2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,4,3,4,2,5,2,5,6,1,"Males",35
62625,1,6,6,6,6,6,5,5,1,2,2,1,5,5,6,2,4,2,2,4,6,2,6,6,2,"Females",39
63851,3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2,"Females",31
62444,2,5,5,4,4,2,3,3,4,3,1,6,4,3,6,4,5,4,4,2,6,2,5,6,2,"Females",34
62679,2,4,6,5,6,5,4,4,1,2,4,3,6,5,4,2,5,4,3,4,5,1,5,6,1,"Males",26
66450,4,5,5,4,5,4,5,5,2,2,2,2,4,4,5,2,2,2,2,2,6,2,4,5,2,"Females",51
67121,1,5,6,5,3,3,3,5,2,4,6,4,1,5,2,1,4,2,1,1,5,6,1,4,3,"Males",20
66681,3,5,6,6,6,4,6,4,2,2,2,1,4,6,6,3,5,2,5,6,6,6,5,5,2,"Females",44
63420,3,5,5,5,2,5,3,5,2,5,4,2,4,1,5,3,4,5,4,4,4,1,2,4,3,"Females",39
65702,5,6,6,6,6,4,3,5,1,2,1,4,2,6,3,3,2,3,2,5,6,2,4,3,3,"Females",24
65346,2,5,5,2,5,3,3,4,2,4,2,1,5,5,5,2,4,2,2,2,5,2,4,6,2,"Females",28
61852,3,6,5,6,4,3,5,2,3,4,2,5,6,6,5,6,6,6,4,6,5,4,4,6,4,"Females",27
62206,3,5,6,6,6,4,5,6,3,1,2,1,5,2,6,5,4,1,2,3,4,5,5,6,4,"Females",31
62531,2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,5,4,4,2,5,2,5,6,1,"Males",35
65151,2,6,6,6,6,3,2,2,4,6,4,4,6,5,5,1,1,1,3,1,6,2,5,6,6,"Males",20
62272,3,4,4,4,4,6,6,5,1,2,2,2,5,5,6,2,2,2,2,4,5,6,6,6,4,"Females",28
65961,1,6,4,6,5,4,4,3,1,1,5,4,2,4,4,3,3,1,2,5,5,1,3,5,2,"Females",20
63479,1,2,5,6,5,3,4,5,1,1,2,2,5,5,5,1,1,2,4,2,5,1,5,5,2,"Males",34
66324,2,5,4,4,4,3,2,4,2,4,2,3,4,5,5,3,4,4,4,3,6,1,6,6,1,"Females",20
61702,5,5,3,4,3,4,4,3,4,5,4,4,5,2,4,4,5,3,5,2,3,5,4,4,2,"Males",22
61861,1,6,6,6,6,6,6,5,1,6,5,5,2,5,5,1,5,5,5,6,6,1,6,6,2,"Females",29
63412,2,6,6,6,6,5,5,6,2,1,2,1,6,6,5,2,3,2,2,4,6,4,5,6,3,"Females",24
66253,4,6,4,6,5,4,6,5,3,2,4,4,4,5,4,2,3,4,4,2,4,1,4,5,3,"Females",24
61715,1,6,6,6,6,5,5,4,1,2,1,1,6,6,6,4,4,1,1,1,6,3,6,6,1,"Males",20
63139,1,6,5,6,6,5,5,6,2,2,2,2,5,5,6,4,4,1,1,3,5,3,4,5,2,"Females",23
63472,6,2,4,1,5,5,5,5,2,4,2,4,3,5,5,6,6,6,5,4,4,2,3,5,1,"Females",33
65278,2,6,4,4,3,5,4,5,3,4,1,4,2,4,5,2,5,4,4,2,5,1,5,6,2,"Females",24
67421,4,5,6,4,5,6,6,6,2,1,4,3,6,4,3,2,3,2,3,3,6,2,6,6,2,"Females",25
64371,3,2,3,5,4,5,5,5,2,2,4,5,2,1,2,1,1,2,5,5,3,2,3,5,2,"Males",28
62684,2,5,4,6,4,5,5,5,1,2,1,1,5,6,6,5,4,6,3,4,5,1,4,6,2,"Females",20
67066,1,6,6,5,6,5,5,2,2,6,1,1,5,6,5,4,5,4,5,1,5,3,6,6,1,"Females",40
67007,3,2,2,2,3,5,6,2,2,4,6,6,2,2,2,2,2,2,6,3,4,1,4,6,1,"Males",21
66574,4,4,3,4,2,3,3,4,5,5,3,5,4,4,5,5,5,4,5,5,4,4,4,6,4,"Males",26
64018,1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1,"Females",50
63979,3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,1,1,5,2,5,2,5,6,1,"Males",28
62722,1,5,4,1,5,5,4,5,2,5,6,6,3,1,2,4,4,6,6,5,5,2,5,6,2,"Males",24
66569,2,4,6,4,6,5,5,4,1,2,2,1,6,5,6,1,2,2,1,1,6,1,6,5,1,"Females",44
67003,1,5,4,2,2,3,1,5,4,6,6,6,1,1,2,5,5,6,5,6,3,2,4,6,4,"Females",15
63727,4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,3,3,4,2,2,4,3,3,6,4,"Males",39
67275,3,3,5,6,5,6,5,5,1,1,1,1,3,4,5,1,1,1,1,6,5,1,4,3,3,"Females",12
64446,2,6,5,3,5,2,4,4,5,6,6,6,1,3,2,6,6,6,6,6,6,5,4,6,4,"Males",19
62216,2,2,2,4,3,3,2,4,4,6,4,4,3,3,3,1,3,3,5,1,4,6,3,4,4,"Females",30
63441,2,5,4,4,5,3,3,5,5,5,5,5,3,5,4,3,2,2,6,5,3,5,3,5,4,"Females",23
66934,2,5,4,6,2,5,2,4,2,3,3,5,4,4,4,2,4,2,2,1,6,2,6,6,1,"Males",21
